"ice.year","date","month","week","jday","mean.ice.conc","n"
1991,"1991-03-10",3,10,69,83.3500699828931,90022
1991,"1991-03-11",3,10,70,77.9585953296154,90014
1991,"1991-03-13",3,11,72,59.3452129668718,90014
1991,"1991-03-15",3,11,74,50.5120314617726,90014
1991,"1991-03-17",3,11,76,42.7985646677184,90014
1991,"1991-03-18",3,11,77,40.4578884802969,90011
1991,"1991-03-20",3,12,79,38.5664693009254,90019
1991,"1991-03-22",3,12,81,38.9332533439986,90012
1991,"1991-03-24",3,12,83,27.0267387995868,90019
1991,"1991-03-25",3,12,84,18.3063199173489,90017
1991,"1991-03-27",3,13,86,11.1038470511126,90017
1991,"1991-03-29",3,13,88,9.8858145708605,90029
1991,"1991-03-31",3,13,90,16.0085205181186,90018
1991,"1991-04-01",4,13,91,8.20967150649322,90017
1991,"1991-04-03",4,14,93,6.56364222150626,90011
1991,"1991-04-05",4,14,95,7.22570863692909,90032
1991,"1991-04-07",4,14,97,8.84050081654872,90013
1991,"1991-04-08",4,14,98,6.68616471686165,90009
1991,"1991-04-10",4,15,100,4.60476328008709,90022
1991,"1991-04-12",4,15,102,2.8568492618061,90017
1991,"1991-04-14",4,15,104,6.86414323159625,90036
1991,"1991-04-15",4,15,105,2.594987335022,90012
1991,"1991-04-17",4,16,107,2.30137305872159,90018
1991,"1991-04-19",4,16,109,1.71586162460007,90016
1991,"1991-04-21",4,16,111,6.77519328179152,90024
1991,"1991-04-22",4,16,112,1.5458322686723,90013
1991,"1991-04-24",4,17,114,1.19699847813288,90021
1991,"1991-04-26",4,17,116,1.04243501444124,90020
1991,"1991-04-28",4,17,118,6.17573872472784,90020
1991,"1991-04-29",4,17,119,0.587804065311563,90030
1991,"1991-05-01",5,18,121,0.38990902122838,90021
1992,"1991-12-06",12,49,340,7.60645684512237,90013
1992,"1991-12-08",12,49,342,10.2620031549246,90018
1992,"1991-12-09",12,49,343,6.80477941584917,90011
1992,"1991-12-11",12,50,345,5.80639607215854,90024
1992,"1991-12-13",12,50,347,3.95134144309282,90015
1992,"1991-12-15",12,50,349,12.6472548714644,90014
1992,"1991-12-16",12,50,350,5.76380865623889,90016
1992,"1991-12-18",12,51,352,7.59525449334607,90022
1992,"1991-12-20",12,51,354,8.33686946669185,90023
1992,"1991-12-22",12,51,356,12.0573269636707,90010
1992,"1991-12-23",12,51,357,7.86935415787252,90022
1992,"1991-12-24",12,52,358,9.19448548607485,90017
1992,"1991-12-27",12,52,361,8.07641889865248,90017
1992,"1991-12-29",12,52,363,10.573058422298,90017
1992,"1991-12-30",12,52,364,4.81268747916898,90010
1992,"1991-12-31",12,53,365,5.47549215660134,90012
1992,"1992-01-03",1,1,3,5.87736058653633,90020
1992,"1992-01-05",1,1,5,9.31999466749617,90014
1992,"1992-01-06",1,1,6,4.93257128892147,90021
1992,"1992-01-08",1,2,8,5.12253241054468,90017
1992,"1992-01-10",1,2,10,5.99751149821139,90014
1992,"1992-01-12",1,2,12,13.0382060169755,90012
1992,"1992-01-13",1,2,13,7.42787473477232,90017
1992,"1992-01-15",1,3,15,9.10722419098615,90017
1992,"1992-01-17",1,3,17,11.1096298271342,90012
1992,"1992-01-19",1,3,19,19.7883827107008,90021
1992,"1992-01-20",1,3,20,12.8853546351435,90008
1992,"1992-01-22",1,4,22,15.0207738538276,90017
1992,"1992-01-24",1,4,24,17.4412339754271,90018
1992,"1992-01-26",1,4,26,27.3127471892637,90012
1992,"1992-01-27",1,4,27,19.4392538938387,90014
1992,"1992-01-29",1,5,29,24.1263608087092,90020
1992,"1992-01-31",1,5,31,24.5917483170033,90018
1992,"1992-02-02",2,5,33,22.6606121202022,90015
1992,"1992-02-03",2,5,34,34.1724524822537,90019
1992,"1992-02-05",2,6,36,22.5530201193161,90013
1992,"1992-02-07",2,6,38,21.744653668833,90015
1992,"1992-02-09",2,6,40,23.4456269371341,90017
1992,"1992-02-10",2,6,41,24.9465106978604,90018
1992,"1992-02-12",2,7,43,24.1398673642817,90021
1992,"1992-02-14",2,7,45,25.4075127174179,90034
1992,"1992-02-16",2,7,47,28.2437986691994,90021
1992,"1992-02-17",2,7,48,24.6975806451613,90024
1992,"1992-02-19",2,8,50,23.4444296316047,90012
1992,"1992-02-21",2,8,52,12.9645059156807,90015
1992,"1992-02-23",2,8,54,28.5396347559485,90022
1992,"1992-02-24",2,8,55,22.8707993112259,90015
1992,"1992-02-26",2,9,57,18.1625341598347,90018
1992,"1992-02-28",2,9,59,16.4399982224987,90014
1992,"1992-03-01",3,9,61,27.6812495833981,90014
1992,"1992-03-02",3,9,62,23.8158377123304,90013
1992,"1992-03-04",3,10,64,18.2342779697168,90017
1992,"1992-03-06",3,10,66,14.8536290008999,90011
1992,"1992-03-08",3,10,68,16.2106128616506,90004
1992,"1992-03-09",3,10,69,9.84024352308581,90012
1992,"1992-03-11",3,11,71,10.0675480502166,90010
1992,"1992-03-13",3,11,73,26.1725727616085,90020
1992,"1992-03-15",3,11,75,73.5872185378967,90021
1992,"1992-03-17",3,11,77,55.1569130618321,90018
1992,"1992-03-18",3,12,78,50.063877532883,90016
1992,"1992-03-20",3,12,80,44.6430713857229,90018
1992,"1992-03-22",3,12,82,71.0030099740098,90034
1992,"1992-03-23",3,12,83,79.849881704784,90029
1992,"1992-03-25",3,13,85,54.7157708840092,90033
1992,"1992-03-27",3,13,87,50.9619828467315,90012
1992,"1992-03-29",3,13,89,29.419393898998,90018
1992,"1992-03-30",3,13,90,29.0267610171186,90019
1992,"1992-04-01",4,14,92,16.3815533656997,90011
1992,"1992-04-03",4,14,94,18.4738286501561,90003
1992,"1992-04-05",4,14,96,13.2000222185191,90015
1992,"1992-04-06",4,14,97,11.5761262011887,90015
1992,"1992-04-08",4,15,99,5.32771223533071,90018
1992,"1992-04-10",4,15,101,7.39040350175532,90012
1992,"1992-04-12",4,15,103,10.1787499722265,90014
1992,"1992-04-13",4,15,104,3.7893415395554,90013
1992,"1992-04-15",4,16,106,3.50203845854764,90019
1992,"1992-04-17",4,16,108,3.36747958446753,90005
1992,"1992-04-19",4,16,110,7.89698498044792,90016
1992,"1992-04-20",4,16,111,2.97910394703223,90017
1992,"1992-04-22",4,17,113,2.00955343257054,90020
1992,"1992-04-24",4,17,115,2.05761454028352,90012
1992,"1992-04-26",4,17,117,6.01581940988269,90016
1992,"1992-04-27",4,17,118,1.18795823150411,90020
1992,"1992-04-29",4,18,120,1.07558301021032,90007
1992,"1992-05-01",5,18,122,0.908288066117906,90021
1992,"1992-05-03",5,18,124,5.08765205799033,90015
1992,"1992-05-04",5,18,125,0.636130336729139,90013
1992,"1992-05-06",5,19,127,0.65860946646968,90023
1992,"1992-05-08",5,19,129,0.65860946646968,90023
1992,"1992-05-10",5,19,131,5.54520611857233,90021
1992,"1992-05-11",5,19,132,0,90032
1993,"1992-12-14",12,50,349,0.825807311627287,90021
1993,"1992-12-16",12,51,351,0.941887328949707,90032
1993,"1992-12-18",12,51,353,1.0037436957053,90018
1993,"1992-12-20",12,51,355,5.97443645776627,90011
1993,"1992-12-21",12,51,356,0.818597831881998,90032
1993,"1992-12-23",12,52,358,1.49873341777215,90006
1993,"1992-12-25",12,52,360,1.67079579162547,90011
1993,"1992-12-27",12,52,362,8.05293856238196,90010
1993,"1992-12-28",12,52,363,5.9903228673644,90006
1993,"1992-12-30",12,53,365,5.81134381423254,90005
1993,"1993-01-01",1,1,1,5.53732503888025,90020
1993,"1993-01-03",1,1,3,8.28813766441522,90016
1993,"1993-01-04",1,1,4,3.70865599342273,90007
1993,"1993-01-06",1,1,6,5.35453979823119,90004
1993,"1993-01-08",1,2,8,2.83920993579062,90018
1993,"1993-01-10",1,2,10,15.7577541770352,90016
1993,"1993-01-11",1,2,11,9.28199260106874,90013
1993,"1993-01-13",1,2,13,14.3015853617891,90011
1993,"1993-01-15",1,3,15,14.7958696231781,90016
1993,"1993-01-17",1,3,17,14.3926027975602,90007
1993,"1993-01-18",1,3,18,13.3607914148596,90016
1993,"1993-01-20",1,3,20,12.1655187736059,90020
1993,"1993-01-22",1,4,22,11.8315484258004,90014
1993,"1993-01-24",1,4,24,18.462166575939,90013
1993,"1993-01-25",1,4,25,11.5626874625075,90018
1993,"1993-01-27",1,4,27,11.7940114438087,90005
1993,"1993-01-29",1,5,29,9.59281270828705,90020
1993,"1993-01-31",1,5,31,7.8398133748056,90020
1993,"1993-02-01",2,5,32,4.64646352436708,90019
1993,"1993-02-03",2,5,34,5.15974582861206,90018
1993,"1993-02-05",2,6,36,3.8207814426805,90013
1993,"1993-02-07",2,6,38,10.9875233312594,90008
1993,"1993-02-08",2,6,39,6.26788253065577,90032
1993,"1993-02-10",2,6,41,10.2289715993025,90033
1993,"1993-02-12",2,7,43,9.252230035214,90021
1993,"1993-02-14",2,7,45,14.9497361843932,90025
1993,"1993-02-15",2,7,46,9.67624061486516,90036
1993,"1993-02-17",2,7,48,10.6423501183057,90021
1993,"1993-02-19",2,8,50,23.7346285866631,90021
1993,"1993-02-21",2,8,52,62.3197284957286,90017
1993,"1993-02-22",2,8,53,51.2030062658312,90012
1993,"1993-02-24",2,8,55,43.5107647529328,90016
1993,"1993-02-26",2,9,57,58.7195182918023,90013
1993,"1993-02-28",2,9,59,79.5217280220391,90022
1993,"1993-03-01",3,9,60,78.0016774422893,90018
1993,"1993-03-03",3,9,62,35.7216964365058,90024
1993,"1993-03-05",3,10,64,42.4615341887463,90015
1993,"1993-03-07",3,10,66,42.6831598475843,90017
1993,"1993-03-08",3,10,67,42.7790983105819,90031
1993,"1993-03-10",3,10,69,42.6384245426575,90031
1993,"1993-03-12",3,11,71,22.5081925328534,90021
1993,"1993-03-14",3,11,73,50.2521325750844,90032
1993,"1993-03-15",3,11,74,41.5753987648287,90028
1993,"1993-03-17",3,11,76,27.4427841350961,90010
1993,"1993-03-19",3,12,78,41.2047590481904,90018
1993,"1993-03-21",3,12,80,50.2051720690498,90022
1993,"1993-03-22",3,12,81,47.1389459654579,90035
1993,"1993-03-24",3,12,83,47.502277625936,90006
1993,"1993-03-26",3,13,85,53.4708398133748,90020
1993,"1993-03-28",3,13,87,40.903001488525,90022
1993,"1993-03-29",3,13,88,37.9812177892305,90032
1993,"1993-03-31",3,13,90,21.981235835222,90012
1993,"1993-04-02",4,14,92,16.138456582353,90021
1993,"1993-04-04",4,14,94,14.244356558834,90016
1993,"1993-04-05",4,14,95,10.3053697984937,90022
1993,"1993-04-07",4,14,97,5.04421436189122,90016
1993,"1993-04-09",4,15,99,4.42549551151009,90008
1993,"1993-04-11",4,15,101,9.44807359018798,90012
1993,"1993-04-12",4,15,102,3.96974679747131,90007
1993,"1993-04-14",4,15,104,3.54420816390018,90006
1993,"1993-04-16",4,16,106,2.63535058384348,90007
1993,"1993-04-18",4,16,108,7.07683419988446,90012
1993,"1993-04-19",4,16,109,2.57489087092224,90031
1993,"1993-04-21",4,16,111,2.36464419808491,90022
1993,"1993-04-23",4,17,113,1.89968338610232,90015
1993,"1993-04-25",4,17,115,6.8794022886346,90010
1993,"1993-04-26",4,17,116,2.00211087656927,90010
1993,"1993-04-28",4,17,118,1.10808678939241,90011
1993,"1993-04-30",4,18,120,0.992812468755902,90017
1993,"1993-05-02",5,18,122,6.06316444306202,90019
1993,"1993-05-03",5,18,123,0.556783718630925,90017
1993,"1993-05-05",5,18,125,0.580460280789053,90032
1994,"1993-12-03",12,49,337,1.40020881232437,90033
1994,"1993-12-06",12,49,340,0.829130376821898,90016
1994,"1993-12-08",12,49,342,1.3733157082079,90023
1994,"1993-12-10",12,50,344,1.50788184454048,90017
1994,"1993-12-13",12,50,347,1.59172701826099,90028
1994,"1993-12-15",12,50,349,1.51088127798083,90017
1994,"1993-12-17",12,51,351,1.42546880554568,90016
1994,"1993-12-20",12,51,354,0.720759746751083,90030
1994,"1993-12-22",12,51,356,1.16832189117732,90018
1994,"1993-12-27",12,52,361,8.81390672562046,90014
1994,"1994-01-03",1,1,3,14.8435278172769,90016
1994,"1994-01-05",1,1,5,12.3757679446302,90013
1994,"1994-01-07",1,1,7,15.1855143301489,90020
1994,"1994-01-10",1,2,10,22.5653531235071,90011
1994,"1994-01-12",1,2,12,15.6294786192799,90011
1994,"1994-01-17",1,3,17,36.11348739029,90010
1994,"1994-01-19",1,3,19,33.6775422693239,90018
1994,"1994-01-21",1,3,21,49.4513319558311,90018
1994,"1994-01-24",1,4,24,50.916787023664,90010
1994,"1994-01-26",1,4,26,47.6160187540969,90007
1994,"1994-01-28",1,4,28,48.1822221728455,90011
1994,"1994-01-31",1,5,31,82.9732506859511,90021
1994,"1994-02-02",2,5,33,89.6571530146315,90011
1994,"1994-02-04",2,5,35,87.8907551822969,90018
1994,"1994-02-07",2,6,38,94.0799515647044,90017
1994,"1994-02-09",2,6,40,95.1033092278468,90021
1994,"1994-02-11",2,6,42,94.4616393005532,90014
1994,"1994-02-14",2,7,45,93.7716082300138,90012
1994,"1994-02-16",2,7,47,93.4384998222538,90016
1994,"1994-02-21",2,8,52,86.9293451091485,90015
1994,"1994-02-23",2,8,54,92.9299370132972,90019
1994,"1994-02-25",2,8,56,92.3849776731167,90026
1994,"1994-02-28",2,9,59,93.8544050661038,90010
1994,"1994-03-02",3,9,61,93.6750361070992,90010
1994,"1994-03-04",3,9,63,92.7591952809962,90019
1994,"1994-03-07",3,10,66,89.042492917847,90015
1994,"1994-03-09",3,10,68,76.5850922017329,90020
1994,"1994-03-11",3,10,70,76.9638413685848,90020
1994,"1994-03-14",3,11,73,77.4895292902136,90013
1994,"1994-03-16",3,11,75,65.2569244614308,90007
1994,"1994-03-18",3,11,77,67.1177241770085,90007
1994,"1994-03-21",3,12,80,74.2657039711191,90025
1994,"1994-03-23",3,12,82,66.7924779793178,90029
1994,"1994-03-25",3,12,84,65.0890397262709,90016
1994,"1994-03-28",3,13,87,55.7680813242973,90010
1994,"1994-03-30",3,13,89,52.9436697961224,90005
1994,"1994-04-01",4,13,91,52.894111243182,90019
1994,"1994-04-04",4,14,94,52.6044767829371,90020
1994,"1994-04-06",4,14,96,40.4371854830647,90019
1994,"1994-04-08",4,14,98,44.3386510837324,90013
1994,"1994-04-11",4,15,101,37.7987669406798,90020
1994,"1994-04-13",4,15,103,36.031893266977,90019
1994,"1994-04-15",4,15,105,37.886431301102,90016
1994,"1994-04-18",4,16,108,17.2133414796712,90020
1994,"1994-04-20",4,16,110,14.7689803808296,90014
1994,"1994-04-22",4,16,112,8.48230353929214,90018
1994,"1994-04-25",4,17,115,11.9413156491602,90024
1994,"1994-04-27",4,17,117,5.83528640771307,90029
1994,"1994-04-29",4,17,119,6.41277300095536,90018
1994,"1994-05-02",5,18,122,9.25183556044298,90027
1994,"1994-05-04",5,18,124,4.68548637959383,90012
1994,"1994-05-06",5,18,126,3.17085092201733,90020
1994,"1994-05-09",5,19,129,6.94204089793289,90029
1994,"1994-05-11",5,19,131,1.77607314255244,90016
1994,"1994-05-13",5,19,133,0.811577941699253,90016
1994,"1994-05-16",5,20,136,5.26285098631598,90032
1995,"1994-12-05",12,49,339,4.97495251530063,90029
1995,"1994-12-09",12,49,343,0.536273747361404,90010
1995,"1994-12-12",12,50,346,1.3042681301102,90016
1995,"1994-12-14",12,50,348,0.862568876644152,90016
1995,"1994-12-16",12,50,350,1.02944933847299,90019
1995,"1994-12-19",12,51,353,1.17888843218503,90017
1995,"1994-12-21",12,51,355,0.971913607679317,90008
1995,"1994-12-23",12,51,357,0.926181058619617,90004
1995,"1994-12-26",12,52,360,1.9037303650381,90018
1995,"1994-12-28",12,52,362,0.852061277314285,90017
1995,"1994-12-30",12,52,364,1.50853257488223,90008
1995,"1995-01-02",1,1,2,3.62465838647322,90014
1995,"1995-01-04",1,1,4,1.91386416913864,90009
1995,"1995-01-06",1,1,6,8.01727489862801,90015
1995,"1995-01-09",1,2,9,7.75115816604268,90013
1995,"1995-01-11",1,2,11,4.74123947292403,90006
1995,"1995-01-13",1,2,13,5.36986423127347,90006
1995,"1995-01-16",1,3,16,10.0201079832026,90014
1995,"1995-01-18",1,3,18,4.52087592214025,90008
1995,"1995-01-20",1,3,20,4.13972761003355,90018
1995,"1995-01-23",1,4,23,9.92667970138642,90016
1995,"1995-01-25",1,4,25,5.41242209804815,90017
1995,"1995-01-27",1,4,27,7.37589007009476,90021
1995,"1995-01-30",1,5,30,11.0382273868509,90014
1995,"1995-02-01",2,5,32,4.82014708169477,90018
1995,"1995-02-03",2,5,34,6.76344468267105,90017
1995,"1995-02-06",2,6,37,11.3928698395769,90012
1995,"1995-02-08",2,6,39,9.39716942355333,90017
1995,"1995-02-10",2,6,41,11.5982714184145,90016
1995,"1995-02-13",2,7,44,19.1418018218174,90020
1995,"1995-02-15",2,7,46,10.6511620156417,90016
1995,"1995-02-17",2,7,48,13.9183514774495,90020
1995,"1995-02-20",2,8,51,16.7029774469503,90010
1995,"1995-02-22",2,8,53,8.46848648468487,90009
1995,"1995-02-24",2,8,55,10.4188190857079,90015
1995,"1995-02-27",2,9,58,24.1707772297027,90012
1995,"1995-03-01",3,9,60,33.8273161519662,90020
1995,"1995-03-03",3,9,62,33.7212686774427,90015
1995,"1995-03-06",3,10,65,24.9547863181399,90017
1995,"1995-03-08",3,10,67,17.0672740403311,90005
1995,"1995-03-10",3,10,69,42.5151060757525,90030
1995,"1995-03-13",3,11,72,20.4872806043102,90020
1995,"1995-03-15",3,11,74,19.3911299730033,90011
1995,"1995-03-17",3,11,76,24.5652487863404,90017
1995,"1995-03-20",3,12,79,14.8179354165047,90023
1995,"1995-03-22",3,12,81,7.6551425333837,90014
1995,"1995-03-24",3,12,83,5.86175673273487,90008
1995,"1995-03-27",3,13,86,10.3717240842989,90013
1995,"1995-03-29",3,13,88,5.06404843906233,90010
1995,"1995-03-31",3,13,90,4.31319505393785,90011
1995,"1995-04-03",4,14,93,9.67941169936238,90022
1995,"1995-04-05",4,14,95,3.71061986225283,90020
1995,"1995-04-07",4,14,97,2.77349435069047,90011
1995,"1995-04-10",4,15,100,7.62515411700674,90029
1995,"1995-04-12",4,15,102,2.98979093070275,90018
1995,"1995-04-14",4,15,104,3.13551225364943,90014
1995,"1995-04-17",4,16,107,6.76783611438221,90014
1995,"1995-04-19",4,16,109,1.76561753563453,90011
1995,"1995-04-21",4,16,111,1.39205492234886,90018
1995,"1995-04-24",4,17,114,6.37487504165278,90030
1995,"1995-04-26",4,17,116,1.0734403644242,90005
1995,"1995-04-28",4,17,118,1.0790391751661,90006
1995,"1995-05-01",5,18,121,6.12384327404824,90017
1995,"1995-05-03",5,18,123,0.990290399271225,90014
1995,"1995-05-05",5,18,125,0.480343038691832,90019
1995,"1995-05-08",5,19,128,5.37236583387951,90019
1995,"1995-05-10",5,19,130,0.0559338791561594,90017
1995,"1995-05-15",5,20,135,0.467557569900357,90021
1995,"1995-05-22",5,21,142,0.0216589657010841,90032
1996,"1995-11-17",11,46,321,0.55171111530729,90029
1996,"1995-11-20",11,47,324,0.488857536437967,90016
1996,"1995-11-22",11,47,326,0.56688145761582,90010
1996,"1995-11-27",11,48,331,0.884803839872004,90003
1996,"1995-11-29",11,48,333,1.13238463418427,90018
1996,"1995-12-04",12,49,338,0.948945246109241,90021
1996,"1995-12-06",12,49,340,1.0127974405119,90018
1996,"1995-12-08",12,49,342,1.12265754307233,90023
1996,"1995-12-11",12,50,345,1.96298230216307,90011
1996,"1995-12-18",12,51,352,3.45508270292487,90021
1996,"1995-12-22",12,51,356,2.81546818934201,90017
1996,"1995-12-25",12,52,359,2.8221121269009,90023
1996,"1995-12-27",12,52,361,3.20701263207013,90009
1996,"1995-12-29",12,52,363,2.85223119563648,90019
1996,"1996-01-01",1,1,1,4.07488668681123,90016
1996,"1996-01-03",1,1,3,4.2386570679465,90012
1996,"1996-01-05",1,1,5,5.9249280611508,90007
1996,"1996-01-12",1,2,12,15.8267235441801,90018
1996,"1996-01-15",1,3,15,6.7306196813829,90014
1996,"1996-01-17",1,3,17,5.97900466562986,90020
1996,"1996-01-19",1,3,19,6.35175516551877,90020
1996,"1996-01-22",1,4,22,21.3159707179436,90021
1996,"1996-01-24",1,4,24,22.7982313862288,90014
1996,"1996-01-26",1,4,26,20.8181050667081,90019
1996,"1996-01-29",1,5,29,19.6959463212504,90017
1996,"1996-01-31",1,5,31,21.6817757632316,90012
1996,"1996-02-02",2,5,33,46.3119042858095,90018
1996,"1996-02-05",2,6,36,85.9971783734545,90019
1996,"1996-02-07",2,6,38,80.3536907830415,90008
1996,"1996-02-09",2,6,40,69.9819486564246,90021
1996,"1996-02-12",2,7,43,54.9209541056093,90011
1996,"1996-02-14",2,7,45,67.3372215741821,90015
1996,"1996-02-16",2,7,47,81.0489040471932,90013
1996,"1996-02-19",2,8,50,93.9605137435282,90006
1996,"1996-02-21",2,8,52,77.7328985523348,90007
1996,"1996-02-23",2,8,54,74.3252579781621,90027
1996,"1996-02-26",2,9,57,64.2851905343851,90010
1996,"1996-02-28",2,9,59,91.9318282819305,90008
1996,"1996-03-01",3,9,61,96.1932430480719,90011
1996,"1996-03-04",3,10,64,97.5616814228107,90019
1996,"1996-03-06",3,10,66,98.1396718178889,90011
1996,"1996-03-08",3,10,68,98.4170184403466,90020
1996,"1996-03-11",3,11,71,76.499561174497,90013
1996,"1996-03-13",3,11,73,87.8133401470882,90014
1996,"1996-03-18",3,12,78,73.5402201806325,90017
1996,"1996-03-20",3,12,80,97.6033392950377,90019
1996,"1996-03-22",3,12,82,70.3237094391184,90019
1996,"1996-03-25",3,13,85,46.6143026963371,90011
1996,"1996-03-27",3,13,87,94.1537427511276,90014
1996,"1996-04-01",4,14,92,91.0292647156856,90006
1996,"1996-04-03",4,14,94,80.249125145809,90015
1996,"1996-04-05",4,14,96,62.0668221963006,90015
1996,"1996-04-08",4,15,99,64.0082093780202,90019
1996,"1996-04-10",4,15,101,57.6550594246362,90030
1996,"1996-04-12",4,15,103,55.9460225063598,90019
1996,"1996-04-15",4,16,106,31.505193578848,90015
1996,"1996-04-17",4,16,108,28.9891241557057,90016
1996,"1996-04-19",4,16,110,31.2254351955742,90017
1996,"1996-04-22",4,17,113,30.7616556136901,90021
1996,"1996-04-24",4,17,115,25.9972116068255,90016
1996,"1996-04-26",4,17,117,22.2814628022973,90019
1996,"1996-04-29",4,18,120,14.4390742530805,90003
1996,"1996-05-01",5,18,122,12.1606337355287,90006
1996,"1996-05-03",5,18,124,11.2326278953508,90015
1996,"1996-05-06",5,19,127,11.1275413842906,90010
1996,"1996-05-08",5,19,129,11.4597911807175,90030
1996,"1996-05-10",5,19,131,9.69222480198185,90017
1996,"1996-05-13",5,20,134,7.20002221851914,90015
1996,"1996-05-15",5,20,136,8.07804238681299,90028
1996,"1996-05-17",5,20,138,4.75577920707391,90021
1996,"1996-05-20",5,21,141,1.45227939216209,90024
1996,"1996-05-22",5,21,143,1.04182868570159,90010
1996,"1996-05-24",5,21,145,0.61951522961054,90022
1996,"1996-05-29",5,22,150,0.196791788400227,90019
1996,"1996-05-31",5,22,152,0.161213265929671,90005
1997,"1996-11-26",11,48,331,0.853382205931356,90030
1997,"1996-11-29",11,48,334,1.83666781457248,90019
1997,"1996-12-03",12,49,338,1.1509404615094,90009
1997,"1996-12-06",12,49,341,1.0150096101501,90009
1997,"1996-12-10",12,50,345,0.931038696990234,90007
1997,"1996-12-13",12,50,348,1.23101705271344,90015
1997,"1996-12-17",12,51,352,0.788731142660357,90018
1997,"1996-12-20",12,51,355,1.23512681783338,90011
1997,"1996-12-24",12,52,359,2.61460601751033,90004
1997,"1996-12-27",12,52,362,5.77734826268551,90024
1997,"1996-12-31",12,53,366,5.43379730945689,90019
1997,"1997-01-03",1,1,3,4.87003177001178,90022
1997,"1997-01-07",1,1,7,3.95164874233401,90008
1997,"1997-01-10",1,2,10,5.27841350961004,90010
1997,"1997-01-14",1,2,14,9.75730744020175,90011
1997,"1997-01-17",1,3,17,12.5303225519815,90032
1997,"1997-01-21",1,3,21,18.006065453576,90018
1997,"1997-01-24",1,4,24,12.4141551040359,90017
1997,"1997-01-28",1,4,28,28.6279312604837,90021
1997,"1997-01-31",1,5,31,42.7134366494473,90015
1997,"1997-02-04",2,5,35,35.3975713539757,90009
1997,"1997-02-07",2,6,38,34.200077764817,90015
1997,"1997-02-11",2,6,42,49.7845962429319,90017
1997,"1997-02-14",2,7,45,57.5187731887761,90022
1997,"1997-02-18",2,7,49,64.3693063147136,90012
1997,"1997-02-21",2,8,52,53.3286303089554,90013
1997,"1997-02-25",2,8,56,75.2940882375815,90007
1997,"1997-02-28",2,9,59,78.4475134438469,90004
1997,"1997-03-04",3,9,63,60.1923717891743,90008
1997,"1997-03-07",3,10,66,63.8110897556965,90011
1997,"1997-03-11",3,10,70,66.1258388516066,90004
1997,"1997-03-14",3,11,73,73.0553179197174,90007
1997,"1997-03-18",3,11,77,87.5339406732585,90010
1997,"1997-03-21",3,12,80,78.6117869244015,90015
1997,"1997-03-25",3,12,84,84.7278665940829,90011
1997,"1997-03-28",3,13,87,72.9918132942326,90024
1997,"1997-04-01",4,13,91,64.2842937928429,90009
1997,"1997-04-04",4,14,94,55.643636404035,90012
1997,"1997-04-08",4,14,98,36.8558384430818,90024
1997,"1997-04-11",4,15,101,14.7804328023284,90018
1997,"1997-04-15",4,15,105,16.5986579716263,90013
1997,"1997-04-18",4,16,108,13.1249722259254,90012
1997,"1997-04-22",4,16,112,12.2779135651594,90010
1997,"1997-04-25",4,17,115,12.046295370463,90009
1997,"1997-04-29",4,17,119,11.0264429753903,90005
1997,"1997-05-02",5,18,122,6.8762221135899,90008
1997,"1997-05-06",5,18,126,2.76237293784369,90015
1997,"1997-05-09",5,19,129,0.626444316060795,90008
1997,"1997-05-13",5,19,133,0,90017
1998,"1997-12-02",12,48,336,0.395934010998167,90015
1998,"1997-12-05",12,49,339,0.434005020994868,90022
1998,"1997-12-09",12,49,343,0.40930765041292,89969
1998,"1997-12-12",12,50,346,0.473162978359213,89969
1998,"1997-12-16",12,50,350,0.425257588725005,89969
1998,"1997-12-19",12,51,353,0.590203292245107,89969
1998,"1997-12-23",12,51,357,1.04102524202781,89969
1998,"1997-12-26",12,52,360,2.15707632629017,89969
1998,"1997-12-30",12,52,364,1.75026953728506,89969
1998,"1998-01-02",1,1,2,1.88042547988752,89969
1998,"1998-01-06",1,1,6,1.88014760639776,89969
1998,"1998-01-09",1,2,9,2.4421189520835,89969
1998,"1998-01-13",1,2,13,3.814758416788,89969
1998,"1998-01-16",1,3,16,10.5575809445476,89969
1998,"1998-01-20",1,3,20,5.64116529026665,89969
1998,"1998-01-23",1,4,23,7.30790605653058,89969
1998,"1998-01-27",1,4,27,6.60938767797797,89969
1998,"1998-01-30",1,5,30,6.78055774766864,89969
1998,"1998-02-03",2,5,34,8.58056663962031,89969
1998,"1998-02-06",2,6,37,8.30858406784559,89969
1998,"1998-02-10",2,6,41,6.11971901432716,89969
1998,"1998-02-13",2,7,44,7.3248563394058,89969
1998,"1998-02-17",2,7,48,4.2872544987718,89969
1998,"1998-02-20",2,8,51,2.82308350654114,89969
1998,"1998-02-24",2,8,55,2.72277117673865,89969
1998,"1998-02-27",2,9,58,2.3340261645678,89969
1998,"1998-03-03",3,9,62,1.93883448743456,89969
1998,"1998-03-06",3,10,65,1.52769287198924,89969
1998,"1998-03-10",3,10,69,1.57154130867299,89969
1998,"1998-03-13",3,11,72,1.90732363369605,89969
1998,"1998-03-17",3,11,76,3.79730796163123,89969
1998,"1998-03-20",3,12,79,3.46147006191021,89969
1998,"1998-03-24",3,12,83,1.94989385232691,89969
1998,"1998-03-27",3,13,86,1.4711178294746,89969
1998,"1998-03-31",3,13,90,1.01029243406062,89969
1998,"1998-04-03",4,14,93,0.697240160499728,89969
1998,"1998-04-07",4,14,97,0.806333292578555,89969
