"ice.year","date","month","week","jday","mean.ice.conc","n"
1991,"1991-03-31",3,13,90,6.11192531075286,18423
1991,"1991-04-01",4,13,91,0,18425
1991,"1991-04-03",4,14,93,0,18423
1991,"1991-04-05",4,14,95,0,18423
1991,"1991-04-07",4,14,97,4.7964942747056,18427
1991,"1991-04-08",4,14,98,0,18425
1991,"1991-04-10",4,15,100,0,18422
1991,"1991-04-12",4,15,102,0,18421
1991,"1991-04-14",4,15,104,4.79700390794616,18424
1991,"1991-04-15",4,15,105,0,18425
1991,"1991-04-17",4,16,107,0,18426
1991,"1991-04-19",4,16,109,0,18426
1991,"1991-04-21",4,16,111,0,18424
1991,"1991-04-22",4,16,112,0,18425
1991,"1991-04-24",4,17,114,0,18424
1991,"1991-04-26",4,17,116,0,18420
1991,"1991-04-28",4,17,118,0,18426
1991,"1991-04-29",4,17,119,0,18424
1991,"1991-05-01",5,18,121,0,18419
1992,"1991-12-06",12,49,340,0,18423
1992,"1991-12-08",12,49,342,4.79750271444083,18420
1992,"1991-12-09",12,49,343,0,18422
1992,"1991-12-11",12,50,345,0,18422
1992,"1991-12-13",12,50,347,0,18421
1992,"1991-12-15",12,50,349,4.79700390794616,18424
1992,"1991-12-16",12,50,350,0,18425
1992,"1991-12-18",12,51,352,0,18425
1992,"1991-12-20",12,51,354,0,18421
1992,"1991-12-22",12,51,356,5.34818714719931,18424
1992,"1991-12-23",12,51,357,0,18426
1992,"1991-12-24",12,52,358,0.766809572909318,18427
1992,"1991-12-27",12,52,361,0.77181936604429,18424
1992,"1991-12-29",12,52,363,5.26624328285296,18423
1992,"1991-12-30",12,52,364,0,18426
1992,"1991-12-31",12,53,365,0,18421
1992,"1992-01-03",1,1,3,0,18424
1992,"1992-01-05",1,1,5,5.32352621865161,18422
1992,"1992-01-06",1,1,6,0,18426
1992,"1992-01-08",1,2,8,0,18424
1992,"1992-01-10",1,2,10,0,18423
1992,"1992-01-12",1,2,12,5.36423841059603,18422
1992,"1992-01-13",1,2,13,0.564511751614829,18423
1992,"1992-01-15",1,3,15,0.5699706872218,18422
1992,"1992-01-17",1,3,17,3.03045106660153,18423
1992,"1992-01-19",1,3,19,6.50616144617556,18421
1992,"1992-01-20",1,3,20,4.08935454101297,18421
1992,"1992-01-22",1,4,22,2.98198002605297,18424
1992,"1992-01-24",1,4,24,3.96243825652717,18423
1992,"1992-01-26",1,4,26,13.4496797307567,18422
1992,"1992-01-27",1,4,27,4.82900879383346,18422
1992,"1992-01-29",1,5,29,7.80087943108409,18421
1992,"1992-01-31",1,5,31,7.46810705173443,18421
1992,"1992-02-02",2,5,33,10.5225298588491,18420
1992,"1992-02-03",2,5,34,18.8609347011887,18423
1992,"1992-02-05",2,6,36,7.98338942568668,18422
1992,"1992-02-07",2,6,38,6.18039726473461,18426
1992,"1992-02-09",2,6,40,14.9905015197568,18424
1992,"1992-02-10",2,6,41,9.04879504993487,18424
1992,"1992-02-12",2,7,43,12.4264466398871,18422
1992,"1992-02-14",2,7,45,11.936648390424,18421
1992,"1992-02-16",2,7,47,23.3367712517642,18422
1992,"1992-02-17",2,7,48,12.8047986103572,18422
1992,"1992-02-19",2,8,50,7.31681502388189,18424
1992,"1992-02-21",2,8,52,7.45413093040929,18422
1992,"1992-02-23",2,8,54,12.2744789405124,18424
1992,"1992-02-24",2,8,55,5.73056882327399,18424
1992,"1992-02-26",2,9,57,5.38344640434193,18425
1992,"1992-02-28",2,9,59,4.96878901373283,18423
1992,"1992-03-01",3,9,61,14.6268251641969,18423
1992,"1992-03-02",3,9,62,8.75793758480326,18425
1992,"1992-03-04",3,10,64,4.61379796992889,18423
1992,"1992-03-06",3,10,66,4.61463308727746,18424
1992,"1992-03-08",3,10,68,12.1686845105597,18419
1992,"1992-03-11",3,11,71,3.26331216414265,18423
1992,"1992-03-12",3,11,72,4.10378894799696,18422
1992,"1992-03-13",3,11,73,0.884763610704011,18423
1992,"1992-03-15",3,11,75,14.3290266543619,18421
1992,"1992-03-17",3,11,77,5.84948162622808,18423
1992,"1992-03-18",3,12,78,7.85097719869707,18420
1992,"1992-03-20",3,12,80,6.52250637997502,18417
1992,"1992-03-22",3,12,82,14.686804537806,18423
1992,"1992-03-23",3,12,83,7.54668331342959,18422
1992,"1992-03-25",3,13,85,9.47297003907946,18424
1992,"1992-03-27",3,13,87,10.0094995114537,18422
1992,"1992-03-29",3,13,89,8.85471523969814,18419
1992,"1992-03-30",3,13,90,5.96238397655105,18423
1992,"1992-04-01",4,14,92,2.951905330583,18422
1992,"1992-04-03",4,14,94,4.39386536373507,18420
1992,"1992-04-05",4,14,96,7.04336970091733,18423
1992,"1992-04-06",4,14,97,3.74809989142237,18420
1992,"1992-04-08",4,15,99,3.95195439739414,18420
1992,"1992-04-10",4,15,101,1.29993486756405,18424
1992,"1992-04-12",4,15,103,4.79700390794616,18424
1992,"1992-04-13",4,15,104,0.251343575267358,18421
1992,"1992-04-15",4,16,106,0,18425
1992,"1992-04-17",4,16,108,0,18425
1992,"1992-04-19",4,16,110,4.79726428920371,18423
1992,"1992-04-20",4,16,111,0,18423
1992,"1992-04-22",4,17,113,0,18425
1992,"1992-04-24",4,17,115,0,18423
1992,"1992-04-26",4,17,117,4.79674355495251,18425
1992,"1992-04-27",4,17,118,0,18425
1992,"1992-04-29",4,18,120,0,18427
1992,"1992-05-01",5,18,122,0,18423
1992,"1992-05-03",5,18,124,4.79622293373854,18427
1992,"1992-05-04",5,18,125,0,18420
1992,"1992-05-06",5,19,127,0,18423
1992,"1992-05-08",5,19,129,0,18423
1992,"1992-05-10",5,19,131,0,18424
1992,"1992-05-11",5,19,132,0,18424
1993,"1992-12-14",12,50,349,0,18424
1993,"1992-12-16",12,51,351,0,18424
1993,"1992-12-18",12,51,353,0,18420
1993,"1992-12-20",12,51,355,4.79724227783508,18421
1993,"1992-12-21",12,51,356,0,18424
1993,"1992-12-23",12,52,358,0,18425
1993,"1992-12-25",12,52,360,0,18424
1993,"1992-12-27",12,52,362,5.26078697421981,18425
1993,"1992-12-28",12,52,363,0,18425
1993,"1992-12-30",12,53,365,1.4329135909683,18424
1993,"1993-01-01",1,1,1,0.692725298588491,18420
1993,"1993-01-03",1,1,3,5.38513733579416,18422
1993,"1993-01-04",1,1,4,0.78710237759201,18422
1993,"1993-01-06",1,1,6,0,18425
1993,"1993-01-08",1,2,8,0.797872340425532,18424
1993,"1993-01-10",1,2,10,5.35421529775799,18421
1993,"1993-01-11",1,2,11,0.56993974922651,18423
1993,"1993-01-13",1,2,13,0.591715976331361,18421
1993,"1993-01-15",1,3,15,1.7099120616654,18422
1993,"1993-01-17",1,3,17,6.70312669634133,18422
1993,"1993-01-18",1,3,18,2.31921824104235,18420
1993,"1993-01-20",1,3,20,3.84548563982844,18419
1993,"1993-01-22",1,4,22,2.51085540599218,18424
1993,"1993-01-24",1,4,24,5.71265740338689,18424
1993,"1993-01-25",1,4,25,2.1916729996743,18422
1993,"1993-01-27",1,4,27,0.913975576662144,18425
1993,"1993-01-29",1,5,29,0.926066659428944,18422
1993,"1993-01-31",1,5,31,6.76302931596091,18420
1993,"1993-02-01",2,5,32,1.0313195462194,18423
1993,"1993-02-03",2,5,34,1.05303153666612,18423
1993,"1993-02-05",2,6,36,4.12767343393768,18422
1993,"1993-02-07",2,6,38,18.0798458448678,18423
1993,"1993-02-08",2,6,39,7.18147766136475,18421
1993,"1993-02-10",2,6,41,13.0508658596167,18421
1993,"1993-02-12",2,7,43,13.9494680851064,18424
1993,"1993-02-14",2,7,45,21.0645283838055,18426
1993,"1993-02-15",2,7,46,15.3736973512809,18424
1993,"1993-02-17",2,7,48,15.0054279976117,18423
1993,"1993-02-19",2,8,50,11.2605156037992,18425
1993,"1993-02-21",2,8,52,18.6134180100961,18423
1993,"1993-02-22",2,8,53,14.3467404874342,18423
1993,"1993-02-24",2,8,55,11.2796440006512,18427
1993,"1993-02-26",2,9,57,17.3309270516717,18424
1993,"1993-02-28",2,9,59,34.9003854296727,18421
1993,"1993-03-01",3,9,60,25.3148409510368,18422
1993,"1993-03-03",3,9,62,14.3483335142764,18422
1993,"1993-03-05",3,10,64,10.230961298377,18423
1993,"1993-03-07",3,10,66,14.402073607643,18422
1993,"1993-03-08",3,10,67,7.30660659030454,18421
1993,"1993-03-10",3,10,69,5.53914648713215,18418
1993,"1993-03-12",3,11,71,5.47942230426756,18418
1993,"1993-03-14",3,11,73,13.7790445168295,18420
1993,"1993-03-15",3,11,74,15.3452019105515,18424
1993,"1993-03-17",3,11,76,13.3051077457526,18423
1993,"1993-03-19",3,12,78,11.8858244204354,18419
1993,"1993-03-21",3,12,80,13.5112908478993,18422
1993,"1993-03-22",3,12,81,11.5965474187069,18421
1993,"1993-03-24",3,12,83,7.7433364095326,18421
1993,"1993-03-26",3,13,85,6.59718829723715,18423
1993,"1993-03-28",3,13,87,12.3467781336518,18421
1993,"1993-03-29",3,13,88,7.38682010639453,18422
1993,"1993-03-31",3,13,90,6.16436868961025,18422
1993,"1993-04-02",4,14,92,5.73467947674103,18423
1993,"1993-04-04",4,14,94,8.82748887200087,18422
1993,"1993-04-05",4,14,95,5.44733984799131,18420
1993,"1993-04-07",4,14,97,2.86032245806417,18421
1993,"1993-04-09",4,15,99,2.84085974815458,18424
1993,"1993-04-11",4,15,101,6.71643411694446,18419
1993,"1993-04-12",4,15,102,1.68367346938776,18424
1993,"1993-04-14",4,15,104,0.610649731314118,18423
1993,"1993-04-16",4,16,106,0.223657781879377,18421
1993,"1993-04-18",4,16,108,4.79675458591121,18426
1993,"1993-04-19",4,16,109,0,18424
1993,"1993-04-21",4,16,111,0,18424
1993,"1993-04-23",4,17,113,0,18425
1993,"1993-04-25",4,17,115,4.79673252279635,18424
1993,"1993-04-26",4,17,116,0,18425
1993,"1993-04-28",4,17,118,0,18421
1993,"1993-04-30",4,18,120,0,18424
1993,"1993-05-02",5,18,122,4.7975356890843,18423
1993,"1993-05-03",5,18,123,0,18426
1993,"1993-05-05",5,18,125,0,18424
1994,"1993-12-03",12,49,337,0,18421
1994,"1993-12-06",12,49,340,0,18424
1994,"1993-12-08",12,49,342,0,18424
1994,"1993-12-10",12,50,344,0,18424
1994,"1993-12-13",12,50,347,0,18424
1994,"1993-12-15",12,50,349,0,18424
1994,"1993-12-17",12,51,351,0,18424
1994,"1993-12-19",12,51,353,0,18424
1994,"1993-12-22",12,51,356,0,18424
1994,"1993-12-27",12,52,361,4.93676039517968,18422
1994,"1994-01-03",1,1,3,11.0784260515604,18425
1994,"1994-01-05",1,1,5,7.4446314189556,18422
1994,"1994-01-07",1,1,7,7.53419452887538,18424
1994,"1994-01-10",1,2,10,18.9583107154489,18422
1994,"1994-01-12",1,2,12,11.5620758916454,18421
1994,"1994-01-17",1,3,17,30.2644008903849,18419
1994,"1994-01-19",1,3,19,29.7966883821933,18420
1994,"1994-01-21",1,3,21,23.8173181324647,18420
1994,"1994-01-24",1,4,24,28.4074255007328,18423
1994,"1994-01-26",1,4,26,34.9269815418024,18420
1994,"1994-01-28",1,4,28,27.3722924922643,18421
1994,"1994-01-31",1,5,31,40.5579678679983,18424
1994,"1994-02-02",2,5,33,58.735139243255,18421
1994,"1994-02-04",2,5,35,36.5816049516777,18418
1994,"1994-02-07",2,6,38,21.1904244924547,18422
1994,"1994-02-09",2,6,40,22.1353742604353,18423
1994,"1994-02-11",2,6,42,62.6283791119314,18422
1994,"1994-02-14",2,7,45,62.4263069323055,18421
1994,"1994-02-16",2,7,47,42.7182173488221,18422
1994,"1994-02-21",2,8,52,15.3284295097986,18421
1994,"1994-02-23",2,8,54,11.1551405927695,18422
1994,"1994-02-25",2,8,56,10.6979268425052,18426
1994,"1994-02-28",2,9,59,33.3907047453578,18418
1994,"1994-03-02",3,9,61,43.4124959287808,18422
1994,"1994-03-04",3,9,63,40.9731871471993,18424
1994,"1994-03-07",3,10,66,27.8923085273842,18423
1994,"1994-03-09",3,10,68,19.1509690027686,18421
1994,"1994-03-11",3,10,70,11.6323760925031,18421
1994,"1994-03-14",3,11,73,15.628121606949,18420
1994,"1994-03-16",3,11,75,11.9522388059701,18425
1994,"1994-03-18",3,11,77,8.59298664640104,18422
1994,"1994-03-21",3,12,80,12.9692249240122,18424
1994,"1994-03-23",3,12,82,8.93942683456361,18424
1994,"1994-03-25",3,12,84,8.35368832437714,18423
1994,"1994-03-28",3,13,87,11.9402215224237,18418
1994,"1994-03-30",3,13,89,6.7276378636561,18424
1994,"1994-04-01",4,13,91,10.0276812852801,18424
1994,"1994-04-04",4,14,94,10.5773302209435,18421
1994,"1994-04-06",4,14,96,9.69545627273221,18421
1994,"1994-04-08",4,14,98,5.99533141523261,18421
1994,"1994-04-11",4,15,101,7.61438263229308,18425
1994,"1994-04-13",4,15,103,4.43199088145897,18424
1994,"1994-04-15",4,15,105,3.63520408163265,18424
1994,"1994-04-18",4,16,108,6.25223904901482,18423
1994,"1994-04-20",4,16,110,0.289646560616754,18419
1994,"1994-04-22",4,16,112,1.08011289622232,18424
1994,"1994-04-25",4,17,115,4.79700390794616,18424
1994,"1994-04-27",4,17,117,0,18423
1994,"1994-04-29",4,17,119,0,18420
1994,"1994-05-02",5,18,122,4.79700390794616,18424
1994,"1994-05-04",5,18,124,0,18422
1994,"1994-05-06",5,18,126,0,18423
1994,"1994-05-09",5,19,129,0,18421
1994,"1994-05-11",5,19,131,0,18423
1994,"1994-05-13",5,19,133,0,18423
1994,"1994-05-16",5,20,136,0,18421
1995,"1994-12-05",12,49,339,4.79751370718202,18421
1995,"1994-12-09",12,49,343,0,18422
1995,"1994-12-12",12,50,346,0,18425
1995,"1994-12-14",12,50,348,0,18425
1995,"1994-12-16",12,50,350,0.15473152722732,18419
1995,"1994-12-19",12,51,353,0.238017695272214,18423
1995,"1994-12-21",12,51,355,0,18425
1995,"1994-12-23",12,51,357,0,18424
1995,"1994-12-26",12,52,360,0,18424
1995,"1994-12-28",12,52,362,0,18424
1995,"1994-12-30",12,52,364,0,18423
1995,"1995-01-02",1,1,2,0.515256813986318,18418
1995,"1995-01-04",1,1,4,0,18426
1995,"1995-01-06",1,1,6,4.79837177747626,18425
1995,"1995-01-09",1,2,9,0,18425
1995,"1995-01-11",1,2,11,0,18424
1995,"1995-01-13",1,2,13,1.61763109325806,18422
1995,"1995-01-16",1,3,16,0,18425
1995,"1995-01-18",1,3,18,0,18424
1995,"1995-01-20",1,3,20,0,18424
1995,"1995-01-23",1,4,23,0,18425
1995,"1995-01-25",1,4,25,0,18423
1995,"1995-01-27",1,4,27,0,18424
1995,"1995-01-30",1,5,30,0.63497232171931,18426
1995,"1995-02-01",2,5,32,1.30054822775878,18423
1995,"1995-02-03",2,5,34,0.347372991749891,18424
1995,"1995-02-06",2,6,37,0.84672166739036,18424
1995,"1995-02-08",2,6,39,16.1480214948705,18423
1995,"1995-02-10",2,6,41,19.5405449413808,18424
1995,"1995-02-13",2,7,44,18.0444577136033,18422
1995,"1995-02-15",2,7,46,14.0565628053414,18422
1995,"1995-02-17",2,7,48,11.5603452956187,18419
1995,"1995-02-20",2,8,51,11.728013029316,18420
1995,"1995-02-22",2,8,53,9.63903815882321,18423
1995,"1995-02-24",2,8,55,8.01541635001628,18422
1995,"1995-02-27",2,9,58,9.60060777078359,18428
1995,"1995-03-01",3,9,60,12.1181196395614,18422
1995,"1995-03-03",3,9,62,11.0757123473541,18425
1995,"1995-03-06",3,10,65,15.7105634567365,18422
1995,"1995-03-08",3,10,67,9.55766621438263,18425
1995,"1995-03-10",3,10,69,6.89643942683456,18424
1995,"1995-03-13",3,11,72,4.11965904772246,18419
1995,"1995-03-15",3,11,74,3.19010911459747,18421
1995,"1995-03-17",3,11,76,6.2369035340101,18421
1995,"1995-03-20",3,12,79,3.7763907734057,18425
1995,"1995-03-22",3,12,81,2.89979372489415,18422
1995,"1995-03-24",3,12,83,3.77646292476387,18422
1995,"1995-03-27",3,13,86,1.51432913590968,18424
1995,"1995-03-29",3,13,88,0,18424
1995,"1995-03-31",3,13,90,0,18424
1995,"1995-04-03",4,14,93,0,18425
1995,"1995-04-05",4,14,95,0,18425
1995,"1995-04-07",4,14,97,0,18425
1995,"1995-04-10",4,15,100,0,18425
1995,"1995-04-12",4,15,102,0,18425
1995,"1995-04-14",4,15,104,0,18424
1995,"1995-04-17",4,16,107,4.79725328411682,18422
1995,"1995-04-19",4,16,109,0,18425
1995,"1995-04-21",4,16,111,0,18423
1995,"1995-04-24",4,17,114,0,18423
1995,"1995-04-26",4,17,116,0,18422
1995,"1995-04-28",4,17,118,0,18423
1995,"1995-05-01",5,18,121,0,18423
1995,"1995-05-03",5,18,123,0,18424
1995,"1995-05-05",5,18,125,0,18422
1995,"1995-05-08",5,19,128,0,18422
1995,"1995-05-10",5,19,130,0,18422
1995,"1995-05-15",5,20,135,0,18421
1995,"1995-05-22",5,21,142,0,18421
1996,"1995-11-17",11,46,321,0,18422
1996,"1995-11-20",11,47,324,0,18421
1996,"1995-11-22",11,47,326,0,18421
1996,"1995-11-27",11,48,331,0,18423
1996,"1995-11-29",11,48,333,0,18423
1996,"1995-12-04",12,49,338,0,18421
1996,"1995-12-06",12,49,340,0,18421
1996,"1995-12-08",12,49,342,0,18425
1996,"1995-12-11",12,50,345,0,18425
1996,"1995-12-18",12,51,352,0.640573258780739,18421
1996,"1995-12-22",12,51,356,0.62428749796428,18421
1996,"1995-12-25",12,52,359,1.21593746607317,18422
1996,"1995-12-27",12,52,361,1.21057488735682,18421
1996,"1995-12-29",12,52,363,1.99131378935939,18420
1996,"1996-01-01",1,1,1,1.99131378935939,18420
1996,"1996-01-03",1,1,3,2.19085875583541,18422
1996,"1996-01-05",1,1,5,5.18156652011073,18423
1996,"1996-01-12",1,2,12,32.8866818625855,18426
1996,"1996-01-15",1,3,15,10.8397112305271,18423
1996,"1996-01-17",1,3,17,17.2594040058622,18423
1996,"1996-01-19",1,3,19,11.2993920972644,18424
1996,"1996-01-22",1,4,22,15.5680707849311,18422
1996,"1996-01-24",1,4,24,5.73843899261832,18424
1996,"1996-01-26",1,4,26,6.40414676508901,18424
1996,"1996-01-29",1,5,29,6.54480812028443,18423
1996,"1996-01-31",1,5,31,9.84368215371255,18424
1996,"1996-02-02",2,5,33,15.0862957937585,18425
1996,"1996-02-05",2,6,36,41.4885993485342,18420
1996,"1996-02-07",2,6,38,19.7638564681613,18421
1996,"1996-02-09",2,6,40,12.5976986539297,18424
1996,"1996-02-12",2,7,43,10.3289188015632,18424
1996,"1996-02-14",2,7,45,7.7689718814461,18422
1996,"1996-02-16",2,7,47,42.7144175442406,18422
1996,"1996-02-19",2,8,50,15.6592303099387,18423
1996,"1996-02-21",2,8,52,9.04234527687296,18420
1996,"1996-02-23",2,8,54,7.28940512375163,18424
1996,"1996-02-26",2,9,57,5.93208837739536,18421
1996,"1996-02-28",2,9,59,5.93247937472862,18424
1996,"1996-03-01",3,9,61,4.06470524373032,18422
1996,"1996-03-04",3,10,64,10.1943117672601,18424
1996,"1996-03-06",3,10,66,4.81216069489685,18420
1996,"1996-03-08",3,10,68,5.86622509365329,18419
1996,"1996-03-11",3,11,71,7.23329170964765,18419
1996,"1996-03-13",3,11,73,14.7068722180002,18422
1996,"1996-03-18",3,12,78,12.6305504288351,18422
1996,"1996-03-20",3,12,80,11.4383041094403,18421
1996,"1996-03-22",3,12,82,6.26248371689101,18424
1996,"1996-03-25",3,13,85,4.1081799924008,18423
1996,"1996-03-27",3,13,87,3.06232694500244,18419
1996,"1996-04-01",4,14,92,4.64231437255753,18424
1996,"1996-04-03",4,14,94,1.76908044729128,18422
1996,"1996-04-05",4,14,96,1.26173549682531,18427
1996,"1996-04-08",4,15,99,1.25271444082519,18420
1996,"1996-04-10",4,15,101,0.543159609120521,18420
1996,"1996-04-12",4,15,103,0.308022145028224,18424
1996,"1996-04-15",4,16,106,0.156623235613464,18420
1996,"1996-04-17",4,16,108,0,18424
1996,"1996-04-19",4,16,110,0,18424
1996,"1996-04-22",4,17,113,0,18424
1996,"1996-04-24",4,17,115,0,18424
1996,"1996-04-26",4,17,117,0,18424
1996,"1996-04-29",4,18,120,0,18424
1996,"1996-05-01",5,18,122,0,18424
1996,"1996-05-03",5,18,124,0,18424
1996,"1996-05-06",5,19,127,0,18424
1996,"1996-05-08",5,19,129,0,18424
1996,"1996-05-10",5,19,131,0,18424
1996,"1996-05-13",5,20,134,0,18425
1996,"1996-05-15",5,20,136,0,18424
1996,"1996-05-17",5,20,138,0,18423
1996,"1996-05-20",5,21,141,0,18421
1996,"1996-05-22",5,21,143,0,18421
1996,"1996-05-24",5,21,145,0,18422
1996,"1996-05-29",5,22,150,0,18421
1996,"1996-05-31",5,22,152,0,18422
1997,"1996-11-26",11,48,331,0,18423
1997,"1996-11-29",11,48,334,0,18423
1997,"1996-12-03",12,49,338,0,18424
1997,"1996-12-06",12,49,341,0,18424
1997,"1996-12-10",12,50,345,0,18424
1997,"1996-12-13",12,50,348,0,18424
1997,"1996-12-17",12,51,352,0,18423
1997,"1996-12-20",12,51,355,0,18425
1997,"1996-12-24",12,52,359,0,18422
1997,"1996-12-27",12,52,362,0,18424
1997,"1996-12-31",12,53,366,0,18424
1997,"1997-01-03",1,1,3,0,18422
1997,"1997-01-07",1,1,7,0,18424
1997,"1997-01-10",1,2,10,0.0814199641752158,18423
1997,"1997-01-14",1,2,14,1.92965315095261,18423
1997,"1997-01-17",1,3,17,3.39249850730066,18423
1997,"1997-01-21",1,3,21,11.6991477118506,18421
1997,"1997-01-24",1,4,24,9.17422227048157,18419
1997,"1997-01-28",1,4,28,13.4702849389417,18425
1997,"1997-01-31",1,5,31,11.9758414766558,18420
1997,"1997-02-04",2,5,35,13.0709516312904,18421
1997,"1997-02-07",2,6,38,11.2180426640612,18423
1997,"1997-02-11",2,6,42,11.85776330076,18420
1997,"1997-02-14",2,7,45,13.9967426710098,18420
1997,"1997-02-18",2,7,49,23.8675967645622,18421
1997,"1997-02-21",2,8,52,7.43064980185658,18421
1997,"1997-02-25",2,8,56,6.49476141360404,18421
1997,"1997-02-28",2,9,59,6.30680275802161,18419
1997,"1997-03-04",3,9,63,7.06867535287731,18420
1997,"1997-03-07",3,10,66,4.72612778893654,18421
1997,"1997-03-11",3,10,70,8.54801063887532,18423
1997,"1997-03-14",3,11,73,6.13825109916952,18423
1997,"1997-03-18",3,11,77,5.92379504993487,18424
1997,"1997-03-21",3,12,80,6.42399739512672,18427
1997,"1997-03-25",3,12,84,6.69977745209792,18423
1997,"1997-03-28",3,13,87,4.13029315960912,18420
1997,"1997-04-01",4,13,91,5.74317355192443,18421
1997,"1997-04-04",4,14,94,3.89410551454624,18424
1997,"1997-04-08",4,14,98,2.58114415979158,18424
1997,"1997-04-11",4,15,101,1.08782976875475,18422
1997,"1997-04-15",4,15,105,0.0588905775075988,18424
1997,"1997-04-18",4,16,108,0,18424
1997,"1997-04-22",4,16,112,0,18424
1997,"1997-04-25",4,17,115,0,18424
1997,"1997-04-29",4,17,119,0,18425
1997,"1997-05-02",5,18,122,0,18424
1997,"1997-05-06",5,18,126,0,18425
1997,"1997-05-09",5,19,129,0,18424
1997,"1997-05-13",5,19,133,0,18422
1998,"1997-12-02",12,48,336,0,18421
1998,"1997-12-05",12,49,339,0,18422
1998,"1997-12-09",12,49,343,0,18418
1998,"1997-12-12",12,50,346,0,18413
1998,"1997-12-16",12,50,350,0,18413
1998,"1997-12-19",12,51,353,0.203605168856553,18418
1998,"1997-12-23",12,51,357,0.244326202627864,18418
1998,"1997-12-26",12,52,360,0.160712346617439,18418
1998,"1997-12-30",12,52,364,0.281261877613075,18417
1998,"1998-01-02",1,1,2,0.47670756868281,18418
1998,"1998-01-06",1,1,6,0.717000597274257,18417
1998,"1998-01-09",1,2,9,0.495167770659138,18418
1998,"1998-01-13",1,2,13,0.0749267021392116,18418
1998,"1998-01-16",1,3,16,1.19122597459007,18418
1998,"1998-01-20",1,3,20,3.26156602953953,18416
1998,"1998-01-23",1,4,23,2.56585021452235,18413
1998,"1998-01-27",1,4,27,3.24700005429766,18417
1998,"1998-01-30",1,5,30,5.37139599283271,18417
1998,"1998-02-03",2,5,34,3.10620045607558,18418
1998,"1998-02-06",2,6,37,3.98523183841894,18418
1998,"1998-02-10",2,6,41,4.39787164730155,18418
1998,"1998-02-13",2,7,44,4.74478714161599,18416
1998,"1998-02-17",2,7,48,3.22157671842763,18418
1998,"1998-02-20",2,8,51,2.37322184819199,18418
1998,"1998-02-24",2,8,55,2.10717776088609,18418
1998,"1998-02-27",2,9,58,1.3488271068636,18416
1998,"1998-03-03",3,9,62,1.21327323086949,18413
1998,"1998-03-06",3,10,65,0.706955530216648,18417
1998,"1998-03-10",3,10,69,0.411010967531762,18418
1998,"1998-03-13",3,11,72,0.322782061027256,18418
1998,"1998-03-17",3,11,76,0.262514931045716,18418
1998,"1998-03-20",3,12,79,0.326311217287436,18418
1998,"1998-03-24",3,12,83,0.195732435660767,18418
1998,"1998-03-27",3,13,86,0.0233467260288848,18418
1998,"1998-03-31",3,13,90,0,18418
1998,"1998-04-03",4,14,93,0,18418
1998,"1998-04-07",4,14,97,0,18418
1998,"1998-04-10",4,15,100,0,18418
1998,"1998-04-14",4,15,104,0,18418
1998,"1998-04-17",4,16,107,0,18418
1998,"1998-04-21",4,16,111,0,18418
1998,"1998-04-24",4,17,114,0,18418
1999,"1998-12-15",12,50,349,0,18422
1999,"1998-12-18",12,51,352,0,18418
1999,"1998-12-25",12,52,359,0,18418
1999,"1998-12-29",12,52,363,0.287683873419096,18423
1999,"1999-01-01",1,1,1,0.330111847106092,18418
1999,"1999-01-05",1,1,5,7.83194007165346,18422
1999,"1999-01-08",1,2,8,3.82605388961321,18408
1999,"1999-01-12",1,2,12,7.76134389926183,18424
1999,"1999-01-15",1,3,15,12.6834102633723,18415
1999,"1999-01-19",1,3,19,5.85867912231154,18412
1999,"1999-01-22",1,4,22,5.64237619461338,18416
1999,"1999-01-26",1,4,26,4.08560099940253,18411
1999,"1999-01-29",1,5,29,5.69016072980017,18416
1999,"1999-02-02",2,5,33,5.26270082501086,18424
1999,"1999-02-05",2,6,36,4.3052614432318,18417
1999,"1999-02-12",2,7,43,3.41442224152911,18416
1999,"1999-02-19",2,8,50,2.44760560321425,18418
1999,"1999-02-23",2,8,54,11.5311329460941,18421
1999,"1999-02-26",2,9,57,4.35416440438701,18418
1999,"1999-03-02",3,9,61,2.70638713882251,18412
1999,"1999-03-05",3,10,64,2.18400477793463,18418
1999,"1999-03-09",3,10,68,16.3609949492207,18413
1999,"1999-03-12",3,11,71,5.13655119991313,18418
1999,"1999-03-19",3,12,78,1.64250420806863,18417
1999,"1999-03-23",3,12,82,1.84346314703167,18411
1999,"1999-03-26",3,13,85,1.43826691280269,18418
1999,"1999-04-02",4,14,92,0.842110978390705,18418
1999,"1999-04-06",4,14,96,0.341692449655322,18423
1999,"1999-04-09",4,15,99,0.201715806048759,18417
1999,"1999-04-13",4,15,103,0,18423
1999,"1999-04-16",4,16,106,0,18418
1999,"1999-04-20",4,16,110,0,18423
1999,"1999-04-23",4,17,113,0,18418
1999,"1999-04-27",4,17,117,0,18422
1999,"1999-04-30",4,18,120,0,18418
1999,"1999-05-04",5,18,124,0,18423
2000,"1999-12-03",12,49,337,0,18418
2000,"1999-12-07",12,49,341,0,18423
2000,"1999-12-10",12,50,344,0,18418
2000,"1999-12-14",12,50,348,0,18424
2000,"1999-12-17",12,51,351,0,18418
2000,"1999-12-21",12,51,355,0,18425
2000,"1999-12-24",12,52,358,0,18418
2000,"1999-12-28",12,52,362,1.01351351351351,18426
2000,"1999-12-31",12,53,365,1.21898246185589,18417
2000,"2000-01-04",1,1,4,0.601205669907131,18413
2000,"2000-01-07",1,1,7,0.962373764795309,18418
